id,name,host_id,host_name,host_since,host_listings_count,zipcode,smart_location,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,cancellation_policy
5126077,Location and View in Queen Anne,6097842,Brittain,4/26/2013,2,98109,"Seattle, WA",United States,47.63000397,-122.3451203,Apartment,Private room,2,1,1,1,Real Bed,$95.00 ,,,,$25.00 ,1,$0.00 ,1,1125,2 weeks ago,1,moderate
6108796,Classy Seattle Apartment and gym,31366898,Christine,4/16/2015,6,98109,"Seattle, WA",United States,47.64103958,-122.3444038,Apartment,Entire home/apt,4,1,1,2,Real Bed,$103.00 ,"$1,005.00 ","$3,900.00 ",$350.00 ,$60.00 ,4,$10.00 ,2,1125,5 days ago,49,strict
2692126,Cute & Tidy by Seattle Center!,106972,Kelly,4/11/2010,1,98109,"Seattle, WA",United States,47.63111242,-122.3439642,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,$730.00 ,"$3,000.00 ",$350.00 ,$60.00 ,2,$25.00 ,3,1125,yesterday,59,strict
6882211,Spacious Apt in Queen Anne,5468952,Jennifer,3/15/2013,1,98109,"Seattle, WA",United States,47.64046804,-122.3557637,House,Entire home/apt,2,1,1,1,Real Bed,$95.00 ,,,$200.00 ,$50.00 ,1,$0.00 ,1,1125,5 days ago,0,flexible
9573675,"Lake Union view, 5 min to downtown!",49560117,Charles,11/21/2015,1,98109,"Seattle, WA",United States,47.63953892,-122.3448475,Apartment,Entire home/apt,5,2.5,2,2,Real Bed,$143.00 ,,,,$100.00 ,0,$0.00 ,1,1125,6 weeks ago,0,flexible
3544953,View of Lake Union,15791829,Sabrina & Ryan,5/21/2014,1,98109,"Seattle, WA",United States,47.64071111,-122.3463179,Apartment,Private room,2,1,1,1,Real Bed,$99.00 ,$700.00 ,,,$20.00 ,2,$0.00 ,2,7,2 months ago,18,flexible
2020505,"Private ""in house"" guest suite ",10385963,Trish And Patrick,12/2/2013,1,98109,"Seattle, WA",United States,47.64145197,-122.3528848,House,Entire home/apt,2,1,1,1,Real Bed,$142.00 ,,,,$40.00 ,1,$0.00 ,3,10,2 weeks ago,63,moderate
5580457,Steps away from Lake Union,17572659,Rachel,7/2/2014,1,98109,"Seattle, WA",United States,47.64387483,-122.3461443,Apartment,Entire home/apt,2,1,1,2,Real Bed,$150.00 ,,,,$25.00 ,2,$25.00 ,2,15,2 months ago,16,moderate
1495271,Spacious Queen Anne Craftsman,1300775,Tatyana,10/17/2011,1,98109,"Seattle, WA",United States,47.63911468,-122.3542986,House,Entire home/apt,6,2,3,3,Real Bed,$295.00 ,,,"$1,000.00 ",$110.00 ,1,$0.00 ,1,1125,2 weeks ago,4,moderate
8455865,Queen Anne Jewel,44510434,Bill,9/18/2015,1,98109,"Seattle, WA",United States,47.64032332,-122.3493863,House,Entire home/apt,6,3.5,4,4,Real Bed,$335.00 ,"$2,500.00 ",,$500.00 ,$125.00 ,1,$0.00 ,2,16,4 days ago,3,strict
9679300,Cozy 1 BR apt. In Queen Anne,49371015,Geoff,11/18/2015,1,98109,"Seattle, WA",United States,47.62963743,-122.3561691,Apartment,Private room,2,1,1,1,Real Bed,$60.00 ,,,,,1,$0.00 ,1,1125,5 days ago,0,flexible
6065566,Charming Queen Anne Hill Craftsman,31483782,Kevin,4/18/2015,1,98109,"Seattle, WA",United States,47.63703759,-122.353111,House,Entire home/apt,6,1.5,3,3,Real Bed,$250.00 ,"$1,500.00 ",,$500.00 ,$75.00 ,4,$0.00 ,4,14,3 weeks ago,2,strict
4645208,1905 Craftsman in Ideal Location!,24049136,Jeff,11/22/2014,1,98109,"Seattle, WA",United States,47.63394912,-122.3496911,House,Entire home/apt,8,3,4,5,Real Bed,$499.00 ,,,$499.00 ,$200.00 ,8,$50.00 ,2,1125,4 months ago,14,strict
6115807,Spacious 3BR/2BA  Family Home,13566271,Gene & Shannon,3/26/2014,3,98109,"Seattle, WA",United States,47.63786752,-122.3530645,House,Entire home/apt,8,2,3,4,Real Bed,$350.00 ,,,$300.00 ,$155.00 ,7,$50.00 ,2,180,2 weeks ago,9,strict
7091397,Secret Garden Bungalow,7376011,Barbara,7/9/2013,1,98109,"Seattle, WA",United States,47.63736553,-122.352344,Bungalow,Entire home/apt,3,1,1,2,Real Bed,$156.00 ,"$1,040.00 ","$4,000.00 ",$300.00 ,$25.00 ,2,$0.00 ,3,1125,a week ago,11,moderate
6134153,2BR Apt in Lovely Queen Anne Home,13566271,Gene & Shannon,3/26/2014,3,98109,"Seattle, WA",United States,47.63784754,-122.3535869,Apartment,Entire home/apt,4,1,2,3,Real Bed,$200.00 ,,,$100.00 ,$111.00 ,4,$50.00 ,2,180,2 days ago,11,strict
7763878,Best Seattle Location!,19002091,Jaymi,7/27/2014,1,98119,"Seattle, WA",United States,47.63180066,-122.3559977,Apartment,Entire home/apt,4,2,2,2,Real Bed,$180.00 ,,,$100.00 ,$30.00 ,3,$0.00 ,2,9,4 months ago,1,moderate
8088447,Central 1-BR with Lake Union View,5992456,Hannah,4/18/2013,1,98109,"Seattle, WA",United States,47.63831372,-122.3429312,Apartment,Entire home/apt,3,1,1,1,Real Bed,$103.00 ,,,,,1,$0.00 ,1,1125,2 months ago,1,flexible
3418349,Everything you need in Lower Q. A.!,17234030,Zachary,6/25/2014,1,98109,"Seattle, WA",United States,47.62833641,-122.3463335,Apartment,Entire home/apt,2,1,1,1,Real Bed,$99.00 ,,,$100.00 ,,1,$0.00 ,1,90,a week ago,115,moderate
9199982,lakeview in QueenAnne near Fremont,46019955,Janny,10/7/2015,1,98109,"Seattle, WA",United States,47.64007889,-122.3452415,Apartment,Entire home/apt,3,1,1,1,Real Bed,$94.00 ,,,$100.00 ,$40.00 ,1,$0.00 ,2,1125,2 weeks ago,6,flexible
6400000,Cozy 1BR/1BA Apartment,13566271,Gene & Shannon,3/26/2014,3,98109,"Seattle, WA",United States,47.63892542,-122.3562882,Apartment,Entire home/apt,4,1,1,1,Real Bed,$160.00 ,,,$100.00 ,$72.00 ,0,$0.00 ,1,180,today,10,moderate
6776229,"Heart of Seattle, Water & city view",33944952,Timothy,5/21/2015,2,98109,"Seattle, WA",United States,47.64001746,-122.3451296,Apartment,Entire home/apt,4,1,1,2,Real Bed,$129.00 ,,,$300.00 ,$60.00 ,1,$0.00 ,2,1125,today,21,strict
7627794,Westlake luxury loft with lake view,39970532,Ian,7/29/2015,1,98109,"Seattle, WA",United States,47.63879043,-122.341579,Loft,Entire home/apt,4,1,1,2,Real Bed,$219.00 ,"$1,380.00 ",,,$90.00 ,2,$30.00 ,2,1125,a week ago,5,moderate
8374102,Spacious & Clean 1 bedroom Apt.,23792018,Roda,11/15/2014,5,98109,"Seattle, WA",United States,47.62919531,-122.3480345,Apartment,Entire home/apt,4,1,1,1,Real Bed,$91.00 ,,"$3,850.00 ",$150.00 ,$60.00 ,2,$20.00 ,2,1125,today,5,strict
6316934,Cute vintage flat 10 min to it all!,31366898,Christine,4/16/2015,6,98109,"Seattle, WA",United States,47.6393371,-122.3442914,Apartment,Entire home/apt,4,1,1,2,Real Bed,$75.00 ,$915.00 ,"$3,528.00 ",$350.00 ,$60.00 ,4,$10.00 ,2,1125,a week ago,53,strict
1820794,Highland Hideaway SpaceNeedle View,9533123,Pam,10/20/2013,1,98109,"Seattle, WA",United States,47.63033292,-122.3476269,Apartment,Entire home/apt,2,1,0,1,Real Bed,$99.00 ,$725.00 ,"$2,250.00 ",,,2,$25.00 ,2,1125,4 days ago,106,moderate
314180,Sunny Home w/ Views in Wallingford,1224813,Cam,9/29/2011,4,98103,"Seattle, WA",United States,47.65386101,-122.3384965,House,Entire home/apt,5,1.5,3,3,Real Bed,$300.00 ,"$1,400.00 ","$5,000.00 ",$500.00 ,$95.00 ,5,$25.00 ,5,14,a week ago,24,strict
8670079,"Furnished, great spot, near UW",45544717,Annie,10/1/2015,1,98105,"Seattle, WA",United States,47.66772999,-122.3268727,House,Entire home/apt,5,2,3,3,Real Bed,$150.00 ,$850.00 ,"$2,950.00 ",,$100.00 ,1,$0.00 ,1,1125,3 months ago,0,moderate
4868135,Designer 2 Bdrm Fremont/Wallingford,1121532,Autumn,9/7/2011,8,98103,"Seattle, WA",United States,47.66144065,-122.343953,Apartment,Entire home/apt,6,1,2,3,Real Bed,$149.00 ,$990.00 ,,$300.00 ,$105.00 ,1,$0.00 ,2,1125,today,11,strict
5336585,Beautiful Loft Apartment UW ,27656377,Alex,2/12/2015,1,98103,"Seattle, WA",United States,47.66166903,-122.3337431,Loft,Entire home/apt,2,1,0,1,Real Bed,$75.00 ,,,,,1,$0.00 ,1,1125,never,1,flexible
1427103,Wallingford Private 1BD Apartment,7675473,Marne,7/23/2013,3,98103,"Seattle, WA",United States,47.65317216,-122.3372994,Apartment,Entire home/apt,3,1,1,2,Real Bed,$95.00 ,,"$1,995.00 ",$150.00 ,$40.00 ,3,$15.00 ,1,32,3 weeks ago,79,strict
3518808,Modern Green Lake Apartment,17717833,Brian And Gina,7/6/2014,1,98103,"Seattle, WA",United States,47.66458664,-122.3330577,Apartment,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,,,1,$0.00 ,2,1125,6 weeks ago,52,moderate
8995844,"Charm, convenience in Wallingford",964658,Marina,8/13/2011,1,98103,"Seattle, WA",United States,47.66407098,-122.3353794,House,Entire home/apt,6,2,3,2,Real Bed,$250.00 ,"$1,500.00 ",,,,1,$0.00 ,4,1125,6 weeks ago,1,moderate
356566,Sunny Bedroom w/View: Wallingford,1224813,Cam,9/29/2011,4,98103,"Seattle, WA",United States,47.65389856,-122.3380692,House,Private room,2,2,1,1,Real Bed,$105.00 ,$650.00 ,"$1,950.00 ",$500.00 ,$50.00 ,1,$35.00 ,5,60,5 days ago,13,strict
6466388,Airy Green Lake Craftsman,20567228,Shana,8/26/2014,2,98105,"Seattle, WA",United States,47.67094939,-122.3247405,House,Private room,2,1,1,1,Real Bed,$74.00 ,$420.00 ,"$1,000.00 ",$100.00 ,$15.00 ,1,$10.00 ,1,1125,2 weeks ago,20,moderate
4531944,Cozy Green Lake Cottage,7796684,Susan,7/29/2013,3,98103,"Seattle, WA",United States,47.66618274,-122.3346106,House,Entire home/apt,2,1,1,1,Real Bed,$140.00 ,"$1,050.00 ","$3,500.00 ",$250.00 ,$65.00 ,1,$0.00 ,1,1125,today,30,moderate
6686072,GreenLake - Modern and Convenient,34994802,Marian,6/4/2015,1,98105,"Seattle, WA",United States,47.67150263,-122.3278906,Apartment,Entire home/apt,4,1,1,1,Real Bed,$130.00 ,$770.00 ,"$2,500.00 ",$350.00 ,$50.00 ,2,$5.00 ,3,1125,5 days ago,14,strict
4384343,Chic In City  Basement Apartment,2472278,Carrie,5/26/2012,1,98105,"Seattle, WA",United States,47.66546743,-122.3235737,Apartment,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,$700.00 ,,$100.00 ,$40.00 ,1,$0.00 ,2,20,5 weeks ago,27,moderate
7900056,A+ Home for 2-8 near Green Lake-UW,6885026,Jim,6/12/2013,5,98103,"Seattle, WA",United States,47.6669849,-122.3394022,House,Entire home/apt,8,2,4,4,Real Bed,$199.00 ,"$1,460.00 ","$4,960.00 ",$350.00 ,$160.00 ,4,$20.00 ,2,30,3 weeks ago,5,moderate
6378563,Wallingford Terrace Garden,22840181,Samantha,10/22/2014,2,98103,"Seattle, WA",United States,47.65373805,-122.3389802,House,Entire home/apt,6,1.5,2,3,Real Bed,$209.00 ,,,$300.00 ,$95.00 ,1,$0.00 ,3,120,today,5,strict
5630783,Private Greenlake Studio Apartment ,29181914,Chris & Maria,3/11/2015,1,98103,"Seattle, WA",United States,47.66895679,-122.3377825,House,Entire home/apt,4,1,0,2,Real Bed,$100.00 ,$550.00 ,,$100.00 ,$50.00 ,2,$10.00 ,2,28,2 weeks ago,28,moderate
340706,Charming Wallingford Apartment,1015653,David,8/24/2011,1,98103,"Seattle, WA",United States,47.65588494,-122.332136,Apartment,Entire home/apt,4,1,1,1,Real Bed,$110.00 ,$630.00 ,"$2,400.00 ",$100.00 ,$30.00 ,2,$15.00 ,2,90,2 days ago,97,moderate
6202214,Cozy 1BD Apartment in Wallingford.,7556974,Peggy,7/17/2013,1,98103,"Seattle, WA",United States,47.65163619,-122.3386218,Apartment,Entire home/apt,2,1,1,2,Real Bed,$104.00 ,$619.00 ,"$2,184.00 ",$250.00 ,$50.00 ,2,$25.00 ,2,30,4 weeks ago,15,strict
1030411,Classic Seattle/Wallingford Home,365852,Kymber,1/28/2011,1,98103,"Seattle, WA",United States,47.66540203,-122.3393869,House,Entire home/apt,4,2,2,2,Real Bed,$200.00 ,,,,$100.00 ,1,$0.00 ,3,14,6 months ago,3,strict
7922373,Brick Colonial in Wallingford,23986021,Derrill And Patty,11/20/2014,1,98103,"Seattle, WA",United States,47.65361625,-122.3325597,House,Entire home/apt,4,1,0,2,Real Bed,$99.00 ,$690.00 ,,,$35.00 ,2,$30.00 ,2,30,2 months ago,1,flexible
6156470,Relax with a CANNACATION  getaway!,17935405,Anna,7/10/2014,2,98103,"Seattle, WA",United States,47.66474422,-122.3381738,House,Private room,2,1,1,1,Real Bed,$90.00 ,$600.00 ,"$2,000.00 ",,$13.00 ,1,$0.00 ,1,14,today,43,strict
2994309,Contemporary 2 Bedroom Apartment,7319622,Darren & Stephanie,7/6/2013,1,98105,"Seattle, WA",United States,47.66585564,-122.3226907,Apartment,Entire home/apt,6,1,2,3,Real Bed,$135.00 ,$900.00 ,"$3,600.00 ",$200.00 ,$30.00 ,2,$15.00 ,3,1125,5 weeks ago,71,strict
1594328,Cozy 1920s Wallingford Home,1850689,Lucinda,3/3/2012,2,98103,"Seattle, WA",United States,47.65635515,-122.3381037,House,Entire home/apt,6,1,2,3,Real Bed,$122.00 ,,,$100.00 ,$50.00 ,4,$25.00 ,2,1125,4 weeks ago,9,strict
8072920,Charming Artistic Studio Apartment,11238188,Jodi-Ann,1/12/2014,1,98103,"Seattle, WA",United States,47.66014668,-122.3415303,Apartment,Entire home/apt,2,1,0,1,Real Bed,$80.00 ,,,,$40.00 ,1,$0.00 ,5,10,5 days ago,3,moderate
6915487,Upper House near UW and Greenlake,6885026,Jim,6/12/2013,5,98103,"Seattle, WA",United States,47.66692015,-122.3387942,House,Entire home/apt,4,1,2,2,Real Bed,$158.00 ,$896.00 ,"$3,045.00 ",$150.00 ,$65.00 ,2,$15.00 ,2,30,today,1,strict
6202603,Nice One bedroom in Fremont!,14898710,Molly,4/29/2014,1,98103,"Seattle, WA",United States,47.65158618,-122.3399027,Apartment,Entire home/apt,4,1,1,1,Real Bed,$90.00 ,,,,$10.00 ,2,$20.00 ,1,1125,5 weeks ago,11,moderate
5286781,Full Apt w/ Garden- cozy and light,9838821,Claire,11/5/2013,1,98103,"Seattle, WA",United States,47.65595529,-122.3321554,Apartment,Entire home/apt,3,1,1,2,Real Bed,$100.00 ,$500.00 ,"$1,780.00 ",,,1,$0.00 ,1,8,5 weeks ago,1,flexible
2818420,"Seattle Home Near Downtown, UW",14417667,Saleem,4/17/2014,1,98103,"Seattle, WA",United States,47.65991178,-122.3376861,House,Entire home/apt,4,1,1,2,Real Bed,$89.00 ,$575.00 ,"$1,990.00 ",$300.00 ,$90.00 ,2,$20.00 ,2,1125,5 weeks ago,4,strict
3739681,Cozy basement in Wallingford home,832888,Matthew,7/18/2011,2,98103,"Seattle, WA",United States,47.66103159,-122.3351641,House,Entire home/apt,4,1,2,2,Real Bed,$125.00 ,$700.00 ,"$2,500.00 ",$100.00 ,$50.00 ,4,$0.00 ,3,1125,6 weeks ago,12,moderate
7922063,Wallingford living room w/ air bed,35246915,Jaime,6/7/2015,2,98103,"Seattle, WA",United States,47.66836312,-122.3388869,Apartment,Shared room,2,1,1,1,Airbed,$42.00 ,,,,,1,$10.00 ,1,1125,5 months ago,1,flexible
611509,Craftsman with Private Bath & A/C,3032548,Joanna,7/23/2012,1,98103,"Seattle, WA",United States,47.66369539,-122.3362252,House,Private room,2,1,1,1,Real Bed,$65.00 ,$425.00 ,"$1,350.00 ",$200.00 ,$40.00 ,1,$15.00 ,2,90,7 weeks ago,61,moderate
1802663,Urban oasis in Wallingford home,9450725,Ron,10/15/2013,1,98103,"Seattle, WA",United States,47.65611906,-122.3390315,House,Entire home/apt,4,1,1,2,Real Bed,$100.00 ,$600.00 ,"$2,100.00 ",$95.00 ,$40.00 ,2,$35.00 ,2,35,2 days ago,49,moderate
9797545,Cozy Room & Sleeping Nook,6645401,Jess,5/29/2013,1,98105,"Seattle, WA",United States,47.66128295,-122.326836,House,Private room,1,1,1,1,Real Bed,$40.00 ,,,,$15.00 ,1,$0.00 ,7,90,3 weeks ago,0,moderate
9241055,Classic Craftsman with Modern Touch,832888,Matthew,7/18/2011,2,98103,"Seattle, WA",United States,47.66107313,-122.3334981,House,Entire home/apt,6,1,3,3,Real Bed,$185.00 ,,,$200.00 ,,4,$25.00 ,4,1125,7 weeks ago,0,flexible
9294832,Great 1 Bedroom in Greenlake,23827582,Michelle,11/16/2014,1,98103,"Seattle, WA",United States,47.66980224,-122.3385395,Apartment,Private room,2,1,1,2,Real Bed,$40.00 ,,,,$35.00 ,1,$0.00 ,2,1125,5 days ago,4,flexible
8643209,Private room w Q-size bed a view,45437387,Jon,9/30/2015,1,98105,"Seattle, WA",United States,47.65589665,-122.3265346,Apartment,Private room,2,1.5,1,1,Real Bed,$70.00 ,$350.00 ,"$1,300.00 ",,$20.00 ,1,$10.00 ,1,1125,2 weeks ago,4,flexible
7258811,Lake Union Hacker House - 2FL 4p 2L,1243056,Andrew,10/3/2011,37,98103,"Seattle, WA",United States,47.65085838,-122.3313378,House,Shared room,1,1,1,1,Real Bed,$40.00 ,$250.00 ,$750.00 ,$350.00 ,$35.00 ,1,$0.00 ,4,1125,2 months ago,0,strict
10265391,"Art filled, quiet, walkable Seattle",10607280,Jay,12/13/2013,1,98103,"Seattle, WA",United States,47.66150339,-122.334257,Apartment,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,,,,,1,$0.00 ,1,1125,4 days ago,0,flexible
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,2/5/2011,1,98103,"Seattle, WA",United States,47.66922781,-122.3351737,Apartment,Entire home/apt,4,1,1,1,Real Bed,$110.00 ,$600.00 ,"$2,000.00 ",,$40.00 ,1,$0.00 ,2,30,3 months ago,35,moderate
6343866,Wallingford Burke Retreat,33039203,Tobin,5/10/2015,1,98103,"Seattle, WA",United States,47.66414745,-122.3342495,Apartment,Entire home/apt,4,1,2,3,Real Bed,$99.00 ,,,$400.00 ,$100.00 ,1,$0.00 ,2,1125,6 weeks ago,10,strict
3066740,The Silhouette - Lake Union Seattle,15606907,"Karen, Chip & Karl",5/16/2014,1,98103,"Seattle, WA",United States,47.64857217,-122.3407591,Boat,Entire home/apt,6,3,3,3,Real Bed,$680.00 ,,,"$1,000.00 ",$275.00 ,6,$0.00 ,1,1125,6 weeks ago,6,flexible
4130112,Warm family home w/ hot tub + honey,1414691,Jordan,11/16/2011,3,98105,"Seattle, WA",United States,47.65707098,-122.3238801,House,Entire home/apt,6,1.5,3,4,Real Bed,$195.00 ,"$1,300.00 ","$3,800.00 ",,$75.00 ,5,$20.00 ,5,90,3 weeks ago,2,strict
4026757,YELLOW SUITE - super clean-new bed,10061445,Roland,11/16/2013,3,98103,"Seattle, WA",United States,47.66735094,-122.3399228,House,Private room,2,2,1,1,Real Bed,$55.00 ,$432.00 ,,,$25.00 ,1,$25.00 ,1,365,a week ago,86,strict
9545281,Eclectic 1bd apt in Wallingford,49432912,Alberto,11/19/2015,1,98103,"Seattle, WA",United States,47.66243176,-122.3467924,Apartment,Entire home/apt,2,1,1,1,Futon,$90.00 ,,,,,1,$0.00 ,1,1125,5 weeks ago,0,flexible
3294804,Craftsman w/ Hot Tub *Jan/Feb deal*,3267988,Rebecca,8/15/2012,2,98103,"Seattle, WA",United States,47.65089092,-122.3335344,Apartment,Entire home/apt,4,1,1,1,Real Bed,$119.00 ,,,,$50.00 ,2,$10.00 ,2,90,2 weeks ago,17,strict
4122325,Spacious 3bd/2ba Green Lake Home,17961308,Ryan,7/11/2014,1,98115,"Seattle, WA",United States,47.67206215,-122.3249283,House,Entire home/apt,5,2,3,3,Real Bed,$175.00 ,,,$100.00 ,,5,$0.00 ,2,14,5 weeks ago,26,moderate
8308353,"Bright, Central, and Cozy Bedroom",5098788,Courtney & Adam,2/15/2013,1,98103,"Seattle, WA",United States,47.65215976,-122.3394301,House,Private room,2,1,1,1,Real Bed,$65.00 ,$550.00 ,"$1,800.00 ",,,1,$15.00 ,1,1125,a week ago,7,flexible
7226013,Cute comfy room in central location,32154881,Angel,4/28/2015,1,98103,"Seattle, WA",United States,47.6622894,-122.3460901,Apartment,Private room,2,1,1,1,Futon,$75.00 ,,,,,1,$0.00 ,1,1125,3 months ago,11,flexible
5761290,2 - bedroom near UW and Greenlake,6885026,Jim,6/12/2013,5,98103,"Seattle, WA",United States,47.66668939,-122.3392712,House,Entire home/apt,4,1,2,2,Real Bed,$126.00 ,$790.00 ,"$2,649.00 ",$350.00 ,$65.00 ,2,$20.00 ,2,30,today,12,moderate
182716,Quiet Room Near UW & Green Lake,181621,Barbara,7/26/2010,1,98103,"Seattle, WA",United States,47.6666711,-122.3326017,House,Private room,2,1,1,1,Real Bed,$70.00 ,$450.00 ,,$300.00 ,,1,$10.00 ,2,30,a week ago,63,flexible
3050140,Cozy Private Greenlake Apartment,11236752,Susan,1/12/2014,1,98103,"Seattle, WA",United States,47.67065922,-122.3359619,Apartment,Entire home/apt,2,1,1,1,Real Bed,$90.00 ,$600.00 ,"$2,000.00 ",$100.00 ,$50.00 ,2,$10.00 ,2,365,2 weeks ago,54,flexible
3254956,"Wallingford, Private 1Bd Apartment!",6680836,Dimple,6/1/2013,1,98103,"Seattle, WA",United States,47.6543064,-122.3302262,Apartment,Entire home/apt,2,1,1,1,Real Bed,$129.00 ,$700.00 ,"$1,990.00 ",,$60.00 ,1,$10.00 ,1,1125,5 weeks ago,28,strict
1264287,Wallingford  5 bed 2 bath near UW,6883532,Katharine,6/12/2013,1,98105,"Seattle, WA",United States,47.65940041,-122.3245071,House,Entire home/apt,12,2,5,6,Real Bed,$225.00 ,"$1,470.00 ","$5,964.00 ",$700.00 ,,4,$30.00 ,3,1125,3 days ago,29,strict
3404557,Lake Union Hacker House - 1FL 4p 2L,1243056,Andrew,10/3/2011,37,98103,"Seattle, WA",United States,47.6497082,-122.3310153,House,Shared room,1,1,1,1,Real Bed,$40.00 ,$250.00 ,$750.00 ,$350.00 ,$35.00 ,1,$0.00 ,4,1125,3 months ago,6,strict
3939683,Lake Union Hacker House - 3FL 2p L,1243056,Andrew,10/3/2011,37,98103,"Seattle, WA",United States,47.65093383,-122.3313258,House,Shared room,1,1,1,1,Real Bed,$50.00 ,$275.00 ,$850.00 ,$350.00 ,$28.00 ,2,$30.00 ,5,1125,4 weeks ago,1,flexible
3424242,Lake Union Hacker House - 3FL 4p 2U,1243056,Andrew,10/3/2011,37,98103,"Seattle, WA",United States,47.65097251,-122.3308842,House,Shared room,1,1,1,1,Real Bed,$40.00 ,$250.00 ,$750.00 ,$350.00 ,$35.00 ,1,$0.00 ,4,1125,2 months ago,7,strict
7985714,Lake Union Hacker House - 2FL 4p 2U,1243056,Andrew,10/3/2011,37,98103,"Seattle, WA",United States,47.65002387,-122.3328031,House,Shared room,1,1,1,1,Real Bed,$40.00 ,$250.00 ,$750.00 ,$350.00 ,$35.00 ,1,$0.00 ,5,1125,2 months ago,1,flexible
4279876,"Seattle Sunyside Suite, private 2BR",4873557,Beth,1/27/2013,1,98103,"Seattle, WA",United States,47.6618228,-122.3293007,Apartment,Entire home/apt,4,1,2,2,Real Bed,$95.00 ,,,$400.00 ,,2,$15.00 ,2,29,a week ago,64,strict
3870253,Wallingford Apt. with Sleeping Loft,16533140,Steven And Dawn,6/8/2014,1,98103,"Seattle, WA",United States,47.66140494,-122.3454722,Apartment,Entire home/apt,6,1,2,4,Real Bed,$175.00 ,,,,,1,$0.00 ,2,1125,3 months ago,39,moderate
2187563,Bright 2 BR suite in Wallingford,6668610,Don,5/31/2013,1,98105,"Seattle, WA",United States,47.65736192,-122.3276249,House,Entire home/apt,6,1,2,4,Real Bed,$160.00 ,"$1,000.00 ","$3,500.00 ",$400.00 ,$90.00 ,2,$15.00 ,2,1125,5 weeks ago,37,moderate
3889299,Lake Union Hacker House - 3FL 2p U,1243056,Andrew,10/3/2011,37,98103,"Seattle, WA",United States,47.64985412,-122.3306848,House,Shared room,1,1,1,1,Real Bed,$40.00 ,$250.00 ,$750.00 ,$350.00 ,$35.00 ,1,$0.00 ,4,1125,3 months ago,2,strict
3889330,Lake Union Hacker House - 1FL 4p 1U,1243056,Andrew,10/3/2011,37,98103,"Seattle, WA",United States,47.65129392,-122.3310318,House,Shared room,1,1,1,1,Real Bed,$40.00 ,$250.00 ,$750.00 ,$350.00 ,$35.00 ,1,$0.00 ,4,1125,3 months ago,0,strict
1184846,South Wallingford Casita,6458694,Mary,5/18/2013,1,98103,"Seattle, WA",United States,47.64983061,-122.3343314,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,,,$100.00 ,,1,$0.00 ,3,1125,6 weeks ago,32,flexible
3626162,"Wallingford haven, private full apt",5656763,Elizabeth,3/27/2013,1,98103,"Seattle, WA",United States,47.65945121,-122.3291367,House,Entire home/apt,4,1,1,2,Real Bed,$66.00 ,$393.00 ,"$1,386.00 ",,$70.00 ,2,$10.00 ,2,1125,2 weeks ago,33,moderate
456040, Walking distance to Greenlake.,798892,Chantel,7/9/2011,2,98103,"Seattle, WA",United States,47.66947906,-122.3294415,House,Private room,2,1,1,1,Real Bed,$55.00 ,,,,,1,$10.00 ,1,31,6 weeks ago,207,flexible
9033154,The Wallingford Bungalow,47151070,Jennifer,10/21/2015,1,98103,"Seattle, WA",United States,47.66097944,-122.333483,House,Entire home/apt,7,3,4,5,Real Bed,$350.00 ,"$2,100.00 ",,$350.00 ,$90.00 ,1,$0.00 ,4,1125,2 months ago,0,moderate
4340838,Great Greenlake studio apartment ,11600938,Brian And Kylie,1/24/2014,1,98105,"Seattle, WA",United States,47.66846777,-122.3266958,House,Entire home/apt,2,1,0,1,Real Bed,$85.00 ,$500.00 ,,,$20.00 ,1,$0.00 ,1,1125,2 weeks ago,37,flexible
808811,GREENLAKE HOME - Great location!,4255498,Tracey,11/26/2012,2,98103,"Seattle, WA",United States,47.66521357,-122.336753,House,Entire home/apt,6,1,2,3,Real Bed,$175.00 ,"$1,000.00 ","$2,500.00 ",,$50.00 ,2,$20.00 ,2,1125,4 weeks ago,45,strict
7368030,Convenient Apt Central Wallingford,38607259,Megan,7/15/2015,1,98103,"Seattle, WA",United States,47.66116478,-122.3368463,Apartment,Entire home/apt,2,1,1,1,Real Bed,$105.00 ,$650.00 ,,,,1,$0.00 ,5,1125,6 months ago,1,flexible
522287,1911 House in Wallingford/Fremont,2569008,Roger,6/7/2012,2,98103,"Seattle, WA",United States,47.65098656,-122.3417048,House,Private room,3,1,1,3,Real Bed,$55.00 ,,,,$10.00 ,1,$20.00 ,1,30,today,203,flexible
1940787,Wallingford 2 Bedroom Cozy Craftman,7675473,Marne,7/23/2013,3,98103,"Seattle, WA",United States,47.65512858,-122.3352882,House,Entire home/apt,5,1,2,2,Real Bed,$150.00 ,,,$300.00 ,$75.00 ,6,$25.00 ,1,1125,3 weeks ago,6,strict
